Round,Timestamp,AI_X,AI_Y,Human_X,Human_Y,AI_Holding_Dish,Human_Holding_Dish,Action_AI,Action_Human,Score_Count
7,23.715,1,3,1,1,False,False,UNKNOWN,STAY,1
7,23.915,1,3,1,1,False,False,UNKNOWN,STAY,1
7,24.115,1,3,1,1,False,False,UNKNOWN,STAY,1
7,24.315,1,3,1,1,False,False,UNKNOWN,RIGHT,1
7,24.515,1,3,1,2,False,False,UNKNOWN,RIGHT,1
7,24.715,1,3,1,2,False,False,UNKNOWN,STAY,1
7,24.915,1,3,1,2,False,False,UNKNOWN,RIGHT,1
7,25.115,1,3,1,2,False,False,UNKNOWN,STAY,1
7,25.315,1,3,1,2,False,False,UNKNOWN,STAY,1
7,25.515,1,3,1,2,False,False,UNKNOWN,STAY,1
7,25.715,1,3,1,2,False,False,UNKNOWN,DOWN,1
7,25.915,1,3,1,2,False,False,UNKNOWN,STAY,1
7,26.115,1,3,1,2,False,False,UNKNOWN,STAY,1
7,26.315,1,3,1,2,False,False,UNKNOWN,STAY,1
7,26.515,1,3,1,2,False,False,UNKNOWN,STAY,1
7,26.715,1,3,1,2,False,False,UNKNOWN,STAY,1
7,26.915,1,3,1,2,False,False,UNKNOWN,LEFT,1
7,27.115,1,3,1,1,False,False,UNKNOWN,STAY,1
7,27.315,1,3,1,1,False,False,UNKNOWN,STAY,1
7,27.515,1,3,1,1,False,False,UNKNOWN,STAY,1
7,27.715,1,3,1,1,False,False,DOWN,STAY,1
7,27.915,1,3,1,1,False,False,UNKNOWN,STAY,1
7,28.115,1,3,1,1,False,False,UNKNOWN,STAY,1
7,28.315,1,3,1,1,False,False,UNKNOWN,STAY,1
7,28.515,1,3,1,1,False,False,UNKNOWN,STAY,1
7,28.715,1,3,1,1,False,False,UNKNOWN,DOWN,1
7,28.915,1,3,2,1,False,False,UNKNOWN,DOWN,1
7,29.115,1,3,3,1,False,False,UNKNOWN,STAY,1
7,29.315,1,3,3,1,False,False,UNKNOWN,STAY,1
7,29.515,1,3,3,1,False,False,UNKNOWN,RIGHT,1
7,29.715,1,3,3,2,False,False,UNKNOWN,STAY,1
7,29.915,1,3,3,2,False,False,UNKNOWN,RIGHT,1
7,30.115,1,3,3,3,False,False,UNKNOWN,STAY,1
7,30.315,1,3,3,3,False,False,UNKNOWN,STAY,1
7,30.516,1,3,3,3,False,False,UNKNOWN,STAY,1
7,30.716,1,3,3,3,False,False,UNKNOWN,STAY,1
7,30.916,1,3,3,3,False,False,UNKNOWN,STAY,1
7,31.116,1,3,3,3,False,False,UNKNOWN,STAY,1
7,31.316,1,3,3,3,False,False,UNKNOWN,UP,1
7,31.516,1,3,2,3,False,False,UNKNOWN,STAY,1
7,31.716,1,3,2,3,False,False,UNKNOWN,STAY,1
7,31.916,1,3,2,3,False,False,DOWN,RIGHT,1
7,32.116,1,3,2,3,False,False,UNKNOWN,STAY,1
7,32.316,1,3,2,3,False,False,UNKNOWN,STAY,1
7,32.516,1,3,2,3,False,False,UNKNOWN,STAY,1
7,32.716,1,3,2,3,False,False,UNKNOWN,DOWN,1
7,32.916,1,3,3,3,False,False,UNKNOWN,STAY,1
7,33.116,1,3,3,3,False,False,UNKNOWN,STAY,1
7,33.316,1,3,3,3,False,False,UNKNOWN,STAY,1
7,33.516,1,3,3,3,False,False,UNKNOWN,STAY,1
7,33.716,1,3,3,3,False,False,UNKNOWN,LEFT,1
7,33.916,1,3,3,2,False,False,UNKNOWN,STAY,1
7,34.116,1,3,3,2,False,False,UNKNOWN,STAY,1
7,34.316,1,3,3,2,False,False,UNKNOWN,DOWN,1
7,34.516,1,3,3,2,False,False,UNKNOWN,STAY,1
7,34.716,1,3,3,2,False,False,UNKNOWN,STAY,1
7,34.916,1,3,3,2,False,False,UNKNOWN,STAY,1
7,35.116,1,3,3,2,False,False,UNKNOWN,STAY,1
7,35.316,1,3,3,2,False,False,UNKNOWN,STAY,1
7,35.516,1,3,3,2,False,False,UNKNOWN,STAY,1
7,35.716,1,3,3,2,False,False,UNKNOWN,LEFT,1
7,35.916,1,3,3,1,False,False,UNKNOWN,STAY,1
7,36.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,36.316,1,3,3,1,False,False,UNKNOWN,LEFT,1
7,36.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,36.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,36.916,1,3,3,1,False,False,UNKNOWN,STAY,1
7,37.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,37.316,1,3,3,1,False,False,DOWN,STAY,1
7,37.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,37.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,37.916,1,3,3,1,False,False,DOWN,STAY,1
7,38.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,38.316,1,3,3,1,False,False,UNKNOWN,STAY,1
7,38.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,38.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,38.916,1,3,3,1,False,False,UNKNOWN,STAY,1
7,39.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,39.316,1,3,3,1,False,False,UNKNOWN,STAY,1
7,39.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,39.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,39.916,1,3,3,1,False,False,UNKNOWN,STAY,1
7,40.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,40.316,1,3,3,1,False,False,UNKNOWN,STAY,1
7,40.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,40.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,40.916,1,3,3,1,False,False,UNKNOWN,STAY,1
7,41.116,1,3,3,1,False,False,UNKNOWN,STAY,1
7,41.316,1,3,3,1,False,False,UNKNOWN,STAY,1
7,41.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,41.716,1,3,3,1,False,False,DOWN,STAY,1
7,41.916,1,3,3,1,False,False,UNKNOWN,UP,1
7,42.116,1,3,2,1,False,False,UNKNOWN,STAY,1
7,42.316,1,3,2,1,False,False,UNKNOWN,STAY,1
7,42.516,1,3,2,1,False,False,UNKNOWN,UP,1
7,42.716,1,3,1,1,False,False,UNKNOWN,STAY,1
7,42.916,1,3,1,1,False,False,UNKNOWN,STAY,1
7,43.116,1,3,1,1,False,False,UNKNOWN,STAY,1
7,43.316,1,3,1,1,False,False,UNKNOWN,STAY,1
7,43.516,1,3,1,1,False,False,UNKNOWN,DOWN,1
7,43.716,1,3,2,1,False,False,UNKNOWN,STAY,1
7,43.916,1,3,2,1,False,False,UNKNOWN,STAY,1
7,44.116,1,3,2,1,False,False,UNKNOWN,DOWN,1
7,44.316,1,3,3,1,False,False,DOWN,STAY,1
7,44.516,1,3,3,1,False,False,UNKNOWN,STAY,1
7,44.716,1,3,3,1,False,False,UNKNOWN,STAY,1
7,44.916,1,3,3,1,False,False,UNKNOWN,UP,1
8,0.200,1,3,3,1,False,False,UNKNOWN,UP,0
8,0.400,1,3,2,1,False,False,UNKNOWN,STAY,0
8,0.600,1,3,2,1,False,False,UNKNOWN,STAY,0
8,0.800,1,3,2,1,False,False,UNKNOWN,STAY,0
8,1.000,1,3,2,1,False,False,DOWN,STAY,0
8,1.200,2,3,2,1,False,False,DOWN,DOWN,0
8,1.400,3,3,3,1,False,False,DOWN,STAY,0
8,1.600,3,2,3,1,False,False,DOWN,DOWN,0
8,1.800,3,2,3,1,False,False,DOWN,STAY,0
8,2.000,3,2,3,1,False,False,DOWN,STAY,0
8,2.200,3,2,3,1,False,False,UNKNOWN,STAY,0
8,2.400,3,3,3,1,False,False,DOWN,UP,0
8,2.600,2,3,2,1,False,False,UNKNOWN,STAY,0
8,2.800,1,3,2,1,False,False,UNKNOWN,STAY,0
8,3.000,1,3,2,1,False,False,UNKNOWN,STAY,0
8,3.200,1,3,2,1,False,False,DOWN,STAY,0
8,3.400,2,3,2,1,False,False,DOWN,STAY,0
8,3.600,3,3,2,1,False,False,DOWN,STAY,0
8,3.800,3,2,2,1,False,False,UP,STAY,0
8,4.000,3,1,2,1,False,False,UNKNOWN,UP,0
8,4.200,3,1,1,1,False,False,UNKNOWN,STAY,0
8,4.400,2,1,1,1,False,False,UNKNOWN,STAY,0
8,4.600,2,1,1,1,False,False,UNKNOWN,RIGHT,0
8,4.800,1,1,1,2,False,False,UNKNOWN,STAY,0
8,5.000,1,1,1,2,False,False,UNKNOWN,STAY,0
8,5.200,1,1,1,2,False,False,UNKNOWN,STAY,0
8,5.400,1,1,1,2,False,False,UNKNOWN,RIGHT,0
8,5.600,1,2,1,3,False,False,UNKNOWN,STAY,0
8,5.800,1,2,1,3,False,False,UNKNOWN,STAY,0
8,6.000,1,2,1,3,False,False,UP,STAY,0
8,6.200,1,2,1,3,False,False,UNKNOWN,STAY,0
8,6.400,1,2,1,3,False,False,UNKNOWN,STAY,0
8,6.600,1,2,1,3,False,False,UNKNOWN,UP,0
8,6.800,1,2,1,3,False,False,UNKNOWN,STAY,0
8,7.000,1,2,1,3,False,False,UNKNOWN,STAY,0
8,7.200,1,2,1,3,False,False,UNKNOWN,STAY,0
8,7.400,1,2,1,3,False,False,DOWN,STAY,0
8,7.600,1,2,1,3,False,False,UNKNOWN,UP,0
8,7.800,1,2,1,3,False,False,UNKNOWN,STAY,0
8,8.000,1,2,1,3,False,False,UNKNOWN,STAY,0
8,8.200,1,2,1,3,False,False,UNKNOWN,STAY,0
8,8.400,1,2,1,3,False,False,UNKNOWN,STAY,0
8,8.600,1,2,1,3,False,False,UNKNOWN,STAY,0
8,8.800,1,2,1,3,False,False,UNKNOWN,UP,0
8,9.000,1,2,1,3,False,False,UNKNOWN,STAY,0
8,9.200,1,2,1,3,False,False,UNKNOWN,STAY,0
8,9.400,1,2,1,3,False,False,UNKNOWN,STAY,0
8,9.600,1,2,1,3,False,False,UNKNOWN,STAY,0
8,9.800,1,2,1,3,False,False,UNKNOWN,STAY,0
8,10.000,1,2,1,3,False,False,UNKNOWN,STAY,0
8,10.200,1,2,1,3,False,False,UNKNOWN,STAY,0
8,10.400,1,2,1,3,False,False,UNKNOWN,RIGHT,0
8,10.600,1,2,1,3,False,False,UNKNOWN,STAY,0
8,10.800,1,1,1,3,False,False,UNKNOWN,STAY,0
8,11.000,1,1,1,3,False,False,UNKNOWN,STAY,0
8,11.200,1,1,1,3,False,False,UNKNOWN,STAY,0
8,11.512,1,1,1,3,False,False,UNKNOWN,RIGHT,0
8,11.713,1,1,1,3,False,True,UNKNOWN,STAY,0
8,11.913,1,1,1,3,False,True,UNKNOWN,STAY,0
8,12.113,1,2,1,3,False,True,UP,STAY,0
8,12.313,1,2,1,3,False,True,UNKNOWN,DOWN,0
8,12.513,1,2,2,3,False,True,UNKNOWN,STAY,0
8,12.713,1,2,2,3,False,True,UNKNOWN,STAY,0
8,12.913,1,3,2,3,False,True,UNKNOWN,DOWN,0
8,13.113,1,3,3,3,False,True,UNKNOWN,STAY,0
8,13.313,1,3,3,3,False,True,UP,STAY,0
8,13.513,1,3,3,3,False,True,DOWN,STAY,0
8,13.713,1,3,3,3,False,True,UNKNOWN,STAY,0
8,13.913,2,3,3,3,False,True,UNKNOWN,STAY,0
8,14.113,2,3,3,3,False,True,UNKNOWN,LEFT,0
8,14.313,3,3,3,2,False,True,UNKNOWN,STAY,0
8,14.513,3,3,3,2,False,True,UNKNOWN,STAY,0
8,14.713,3,3,3,2,False,True,UNKNOWN,STAY,0
8,14.913,3,3,3,2,False,True,UNKNOWN,DOWN,0
8,15.113,3,3,3,2,False,False,UNKNOWN,STAY,1
8,15.313,3,3,3,2,False,False,UP,STAY,1
8,15.513,2,3,3,2,False,False,UP,STAY,1
8,15.713,1,3,3,2,False,False,UP,STAY,1
8,15.914,1,3,3,2,False,False,UNKNOWN,STAY,1
8,16.114,1,3,3,2,True,False,UNKNOWN,STAY,1
8,16.314,2,3,3,2,True,False,UNKNOWN,STAY,1
8,16.514,3,3,3,2,True,False,UNKNOWN,STAY,1
8,16.714,3,3,3,2,True,False,UNKNOWN,STAY,1
8,16.914,3,3,3,2,True,False,UNKNOWN,LEFT,1
8,17.114,3,2,3,1,True,False,UNKNOWN,STAY,1
8,17.314,3,2,3,1,False,False,DOWN,STAY,2
8,17.514,3,2,3,1,False,False,DOWN,STAY,2
8,17.714,3,2,3,1,False,False,UNKNOWN,STAY,2
8,17.914,3,3,3,1,False,False,UNKNOWN,STAY,2
8,18.114,2,3,3,1,False,False,DOWN,STAY,2
8,18.314,1,3,3,1,False,False,DOWN,STAY,2
8,18.514,1,3,3,1,False,False,DOWN,STAY,2
8,18.714,2,3,3,1,False,False,UNKNOWN,DOWN,2
8,18.914,3,3,3,1,False,False,DOWN,STAY,2
8,19.114,3,2,3,1,False,False,DOWN,STAY,2
8,19.314,3,2,3,1,False,False,DOWN,STAY,2
8,19.514,3,2,3,1,False,False,UNKNOWN,UP,2
8,19.714,3,2,2,1,False,False,UNKNOWN,STAY,2
8,19.914,3,2,2,1,False,False,DOWN,STAY,2
8,20.114,3,1,2,1,False,False,UNKNOWN,UP,2
8,20.314,3,1,1,1,False,False,UNKNOWN,STAY,2
8,20.514,2,1,1,1,False,False,UNKNOWN,STAY,2
8,20.714,2,1,1,1,False,False,UNKNOWN,STAY,2
8,20.914,2,1,1,1,False,False,UNKNOWN,STAY,2
8,21.114,2,1,1,1,False,False,UNKNOWN,RIGHT,2
8,21.314,1,1,1,2,False,False,UNKNOWN,STAY,2
8,21.514,1,1,1,2,False,False,UNKNOWN,STAY,2
8,21.714,1,1,1,2,False,False,UNKNOWN,STAY,2
8,21.914,1,1,1,2,False,False,UNKNOWN,RIGHT,2
8,22.114,1,2,1,3,False,False,UNKNOWN,STAY,2
8,22.314,1,2,1,3,False,False,UNKNOWN,STAY,2
8,22.514,1,2,1,3,False,False,DOWN,STAY,2
8,22.714,1,2,1,3,False,False,UNKNOWN,STAY,2
8,22.914,1,2,1,3,False,False,DOWN,UP,2
8,23.114,1,2,1,3,False,False,UNKNOWN,STAY,2
8,23.314,1,2,1,3,False,False,UNKNOWN,STAY,2
8,23.514,1,2,1,3,False,False,UNKNOWN,STAY,2
8,23.714,1,2,1,3,False,False,UNKNOWN,STAY,2
8,23.914,1,2,1,3,False,False,UNKNOWN,UP,2
8,24.114,1,2,1,3,False,False,UNKNOWN,STAY,2
8,24.314,1,2,1,3,False,False,UNKNOWN,STAY,2
8,24.514,1,2,1,3,False,False,UNKNOWN,STAY,2
8,24.714,1,2,1,3,False,False,UNKNOWN,STAY,2
8,24.914,1,2,1,3,False,False,UNKNOWN,STAY,2
8,25.114,1,2,1,3,False,False,UNKNOWN,STAY,2
8,25.314,1,2,1,3,False,False,UNKNOWN,STAY,2
8,25.514,1,2,1,3,False,False,UNKNOWN,STAY,2
8,25.714,1,2,1,3,False,False,UNKNOWN,UP,2
8,25.914,1,2,1,3,False,False,UNKNOWN,STAY,2
8,26.114,1,2,1,3,False,False,UNKNOWN,STAY,2
8,26.314,1,2,1,3,False,False,UNKNOWN,STAY,2
8,26.514,1,2,1,3,False,False,UNKNOWN,RIGHT,2
8,26.714,1,2,1,3,False,False,UNKNOWN,STAY,2
8,26.914,1,1,1,3,False,False,UNKNOWN,STAY,2
8,27.114,1,1,1,3,False,False,UNKNOWN,STAY,2
8,27.314,1,1,1,3,False,False,UNKNOWN,STAY,2
8,27.514,1,2,1,3,False,False,UNKNOWN,STAY,2
8,27.714,1,2,1,3,False,False,DOWN,RIGHT,2
8,27.914,1,2,1,3,False,True,DOWN,STAY,2
8,28.114,1,2,1,3,False,True,UNKNOWN,STAY,2
8,28.314,1,2,1,3,False,True,UNKNOWN,STAY,2
8,28.514,1,2,1,3,False,True,UNKNOWN,STAY,2
8,28.714,1,2,1,3,False,True,UNKNOWN,DOWN,2
8,28.914,1,2,2,3,False,True,UNKNOWN,STAY,2
8,29.114,1,3,2,3,False,True,UNKNOWN,STAY,2
8,29.314,1,3,2,3,False,True,UNKNOWN,STAY,2
8,29.514,1,3,2,3,False,True,UP,DOWN,2
8,29.714,1,3,3,3,False,True,UP,STAY,2
8,29.914,1,3,3,3,False,True,UP,STAY,2
8,30.114,1,3,3,3,False,True,UP,STAY,2
8,30.314,1,3,3,3,False,True,UP,STAY,2
8,30.514,1,3,3,3,False,True,UP,STAY,2
8,30.714,1,3,3,3,False,True,UP,STAY,2
8,30.914,1,3,3,3,False,True,UP,STAY,2
8,31.114,1,3,3,3,False,True,UP,STAY,2
8,31.314,1,3,3,3,False,True,UP,STAY,2
8,31.514,1,3,3,3,False,True,UP,LEFT,2
8,31.714,1,3,3,2,False,True,DOWN,STAY,2
8,31.914,1,3,3,2,False,True,UNKNOWN,STAY,2
8,32.114,2,3,3,2,False,True,UNKNOWN,STAY,2
8,32.314,3,3,3,2,False,True,UNKNOWN,DOWN,2
8,32.514,3,3,3,2,False,False,UNKNOWN,STAY,3
8,32.714,3,3,3,2,False,False,UP,STAY,3
8,32.914,2,3,3,2,False,False,UP,STAY,3
8,33.114,1,3,3,2,False,False,UP,STAY,3
8,33.314,1,3,3,2,False,False,UNKNOWN,STAY,3
8,33.514,1,3,3,2,True,False,UNKNOWN,STAY,3
8,33.714,2,3,3,2,True,False,UNKNOWN,STAY,3
8,33.914,3,3,3,2,True,False,UNKNOWN,LEFT,3
8,34.114,3,2,3,1,True,False,UNKNOWN,STAY,3
8,34.314,3,2,3,1,False,False,UNKNOWN,STAY,4
8,34.514,3,3,3,1,False,False,DOWN,STAY,4
8,34.714,2,3,3,1,False,False,DOWN,STAY,4
8,34.914,1,3,3,1,False,False,UNKNOWN,STAY,4
8,35.114,1,3,3,1,False,False,UNKNOWN,DOWN,4
8,35.314,1,3,3,1,False,False,DOWN,STAY,4
8,35.514,2,3,3,1,False,False,DOWN,STAY,4
8,35.714,3,3,3,1,False,False,DOWN,STAY,4
8,35.914,3,2,3,1,False,False,DOWN,STAY,4
8,36.114,3,2,3,1,False,False,UNKNOWN,STAY,4
8,36.314,3,2,3,1,False,False,DOWN,STAY,4
8,36.514,3,2,3,1,False,False,DOWN,STAY,4
8,36.714,3,2,3,1,False,False,DOWN,STAY,4
8,36.914,3,2,3,1,False,False,DOWN,UP,4
8,37.114,3,1,2,1,False,False,DOWN,STAY,4
8,37.314,3,1,2,1,False,False,UNKNOWN,STAY,4
8,37.514,3,1,2,1,False,False,UNKNOWN,UP,4
8,37.714,3,1,1,1,False,False,UNKNOWN,STAY,4
8,37.914,3,2,1,1,False,False,DOWN,STAY,4
8,38.114,3,3,1,1,False,False,DOWN,STAY,4
8,38.314,2,3,1,1,False,False,UNKNOWN,RIGHT,4
8,38.514,1,3,1,2,False,False,UNKNOWN,STAY,4
8,38.714,1,3,1,2,False,False,UNKNOWN,STAY,4
8,38.914,1,3,1,2,False,False,DOWN,STAY,4
8,39.114,1,3,1,2,False,False,UP,STAY,4
8,39.314,1,3,1,2,False,False,UNKNOWN,STAY,4
8,39.514,1,3,1,2,True,False,UNKNOWN,STAY,4
8,39.714,2,3,1,2,True,False,UNKNOWN,STAY,4
8,39.914,3,3,1,2,True,False,UNKNOWN,STAY,4
8,40.114,3,2,1,2,True,False,UNKNOWN,STAY,4
8,40.314,3,2,1,2,False,False,DOWN,RIGHT,5
8,40.514,3,1,1,3,False,False,DOWN,STAY,5
8,40.714,3,1,1,3,False,False,UNKNOWN,STAY,5
8,40.914,3,1,1,3,False,False,UNKNOWN,STAY,5
8,41.114,2,1,1,3,False,False,UNKNOWN,STAY,5
8,41.314,1,1,1,3,False,False,UNKNOWN,STAY,5
8,41.514,1,2,1,3,False,False,UNKNOWN,UP,5
8,41.714,1,2,1,3,False,False,DOWN,STAY,5
8,41.914,1,2,1,3,False,False,UNKNOWN,STAY,5
8,42.114,1,2,1,3,False,False,UNKNOWN,STAY,5
8,42.314,1,2,1,3,False,False,UNKNOWN,STAY,5
8,42.514,1,2,1,3,False,False,UNKNOWN,DOWN,5
8,42.714,1,3,2,3,False,False,UNKNOWN,STAY,5
8,42.914,1,3,2,3,False,False,DOWN,STAY,5
8,43.114,1,3,2,3,False,False,UNKNOWN,STAY,5
8,43.314,1,3,2,3,False,False,UNKNOWN,STAY,5
8,43.514,1,3,2,3,False,False,UNKNOWN,STAY,5
8,43.714,1,3,2,3,False,False,UNKNOWN,STAY,5
8,43.915,1,3,2,3,False,False,UNKNOWN,STAY,5
8,44.115,1,3,2,3,False,False,UNKNOWN,DOWN,5
8,44.315,1,3,3,3,False,False,DOWN,STAY,5
8,44.515,1,3,3,3,False,False,UNKNOWN,STAY,5
8,44.715,1,3,3,3,False,False,UNKNOWN,STAY,5
8,44.915,1,3,3,3,False,False,UNKNOWN,STAY,5
9,0.200,1,3,3,1,False,False,UNKNOWN,LEFT,0
9,0.400,1,3,3,1,False,False,UNKNOWN,STAY,0
9,0.600,1,3,3,1,False,False,UNKNOWN,STAY,0
9,0.800,1,3,3,1,False,False,UNKNOWN,STAY,0
9,1.000,1,3,3,1,False,False,DOWN,STAY,0
9,1.200,1,3,3,1,False,False,UNKNOWN,STAY,0
9,1.400,1,3,3,1,False,False,UNKNOWN,STAY,0
9,1.600,1,3,3,1,False,False,UNKNOWN,STAY,0
9,1.800,1,3,3,1,False,False,UNKNOWN,STAY,0
9,2.000,1,3,3,1,False,False,DOWN,UP,0
9,2.200,1,3,2,1,False,False,UNKNOWN,UP,0
9,2.400,1,3,1,1,False,False,DOWN,STAY,0
9,2.600,1,3,1,1,False,False,UNKNOWN,STAY,0
9,2.800,1,3,1,1,False,False,UNKNOWN,STAY,0
9,3.000,1,3,1,1,False,False,UNKNOWN,STAY,0
9,3.200,1,3,1,1,False,False,UNKNOWN,STAY,0
9,3.400,1,3,1,1,False,False,DOWN,STAY,0
9,3.600,1,3,1,1,False,False,DOWN,STAY,0
9,3.800,1,3,1,1,False,False,UP,STAY,0
9,4.000,1,3,1,1,False,False,UNKNOWN,UP,0
9,4.200,1,3,1,1,False,False,UNKNOWN,STAY,0
9,4.400,1,3,1,1,False,False,UNKNOWN,STAY,0
9,4.600,1,3,1,1,False,False,UNKNOWN,STAY,0
9,4.800,1,3,1,1,False,False,DOWN,STAY,0
9,5.000,1,2,1,1,False,False,UNKNOWN,DOWN,0
9,5.200,1,1,2,1,False,False,UNKNOWN,STAY,0
9,5.400,1,2,2,1,False,False,UNKNOWN,STAY,0
9,5.600,1,3,2,1,False,False,UNKNOWN,DOWN,0
9,5.800,1,3,3,1,False,False,UNKNOWN,STAY,0
9,6.000,1,3,3,1,False,False,UP,DOWN,0
9,6.200,1,3,3,1,False,False,UNKNOWN,STAY,0
9,6.400,1,3,3,1,False,False,UNKNOWN,STAY,0
9,6.600,1,3,3,1,False,False,UNKNOWN,STAY,0
9,6.800,1,3,3,1,False,False,DOWN,STAY,0
9,7.000,1,2,3,1,False,False,UNKNOWN,STAY,0
9,7.200,1,1,3,1,False,False,UNKNOWN,STAY,0
9,7.400,1,1,3,1,False,False,UNKNOWN,STAY,0
9,7.600,1,2,3,1,False,False,UNKNOWN,RIGHT,0
9,7.800,1,3,3,2,False,False,UNKNOWN,STAY,0
9,8.000,1,3,3,2,False,False,UNKNOWN,STAY,0
9,8.200,1,3,3,2,False,False,UNKNOWN,STAY,0
9,8.400,1,3,3,2,False,False,UP,STAY,0
9,8.600,1,3,3,2,False,False,UNKNOWN,RIGHT,0
9,8.800,1,3,3,3,True,False,UNKNOWN,STAY,0
9,9.000,2,3,3,3,True,False,UNKNOWN,STAY,0
9,9.200,2,3,3,3,True,False,UNKNOWN,STAY,0
9,9.400,2,3,3,3,True,False,UNKNOWN,STAY,0
9,9.600,2,3,3,3,True,False,UNKNOWN,DOWN,0
9,9.800,2,3,3,3,True,False,UNKNOWN,STAY,0
9,10.000,2,3,3,3,True,False,UNKNOWN,STAY,0
9,10.200,2,3,3,3,True,False,UNKNOWN,STAY,0
9,10.400,2,3,3,3,True,False,UNKNOWN,STAY,0
9,10.600,2,3,3,3,True,False,UNKNOWN,DOWN,0
9,10.800,2,3,3,3,True,False,UNKNOWN,STAY,0
9,11.000,2,3,3,3,True,False,UNKNOWN,STAY,0
9,11.200,2,3,3,3,True,False,UNKNOWN,STAY,0
9,11.400,2,3,3,3,True,False,UNKNOWN,STAY,0
9,11.600,2,3,3,3,True,False,UNKNOWN,LEFT,0
9,11.800,3,3,3,2,True,False,UNKNOWN,STAY,0
9,12.000,3,3,3,2,True,False,UNKNOWN,LEFT,0
9,12.200,3,2,3,1,True,False,UNKNOWN,STAY,0
9,12.400,3,2,3,1,False,False,DOWN,STAY,1
9,12.600,3,2,3,1,False,False,UNKNOWN,STAY,1
9,12.800,3,3,3,1,False,False,DOWN,STAY,1
9,13.000,3,2,3,1,False,False,DOWN,STAY,1
9,13.200,3,2,3,1,False,False,UNKNOWN,STAY,1
9,13.400,3,3,3,1,False,False,DOWN,STAY,1
9,13.600,2,3,3,1,False,False,UNKNOWN,STAY,1
9,13.800,1,3,3,1,False,False,UNKNOWN,STAY,1
9,14.000,1,3,3,1,False,False,DOWN,STAY,1
9,14.200,2,3,3,1,False,False,DOWN,STAY,1
9,14.400,3,3,3,1,False,False,DOWN,STAY,1
9,14.600,3,2,3,1,False,False,DOWN,STAY,1
9,14.800,3,2,3,1,False,False,DOWN,UP,1
9,15.000,3,1,2,1,False,False,UNKNOWN,STAY,1
9,15.201,3,1,2,1,False,False,DOWN,UP,1
9,15.401,3,1,1,1,False,False,UNKNOWN,STAY,1
9,15.601,3,2,1,1,False,False,UNKNOWN,STAY,1
9,15.801,3,3,1,1,False,False,UNKNOWN,STAY,1
9,16.001,2,3,1,1,False,False,UNKNOWN,RIGHT,1
9,16.201,1,3,1,2,False,False,UNKNOWN,STAY,1
9,16.401,1,3,1,2,False,False,UNKNOWN,STAY,1
9,16.601,1,3,1,2,False,False,UP,STAY,1
9,16.801,1,3,1,2,False,False,UNKNOWN,STAY,1
9,17.001,1,3,1,2,True,False,UNKNOWN,STAY,1
9,17.201,2,3,1,2,True,False,UNKNOWN,STAY,1
9,17.401,3,3,1,2,True,False,UNKNOWN,STAY,1
9,17.601,3,2,1,2,True,False,UNKNOWN,RIGHT,1
9,17.801,3,2,1,3,False,False,DOWN,STAY,2
9,18.001,3,1,1,3,False,False,DOWN,STAY,2
9,18.201,3,1,1,3,False,False,UNKNOWN,STAY,2
9,18.401,2,1,1,3,False,False,UNKNOWN,STAY,2
9,18.601,1,1,1,3,False,False,UNKNOWN,UP,2
9,18.801,1,2,1,3,False,False,UNKNOWN,STAY,2
9,19.001,1,2,1,3,False,False,UNKNOWN,STAY,2
9,19.201,1,2,1,3,False,False,UNKNOWN,STAY,2
9,19.401,1,2,1,3,False,False,UNKNOWN,STAY,2
9,19.601,1,2,1,3,False,False,UNKNOWN,STAY,2
9,19.801,1,2,1,3,False,False,UNKNOWN,STAY,2
9,20.001,1,2,1,3,False,False,UNKNOWN,STAY,2
9,20.201,1,2,1,3,False,False,UNKNOWN,STAY,2
9,20.401,1,2,1,3,False,False,UNKNOWN,STAY,2
9,20.601,1,2,1,3,False,False,UNKNOWN,DOWN,2
9,20.801,1,2,2,3,False,False,UNKNOWN,STAY,2
9,21.001,1,2,2,3,False,False,UNKNOWN,STAY,2
9,21.201,1,2,2,3,False,False,UNKNOWN,UP,2
9,21.401,1,3,2,3,False,False,DOWN,STAY,2
9,21.601,1,3,2,3,False,False,UNKNOWN,STAY,2
9,21.801,1,3,2,3,False,False,DOWN,STAY,2
9,22.001,1,3,2,3,False,False,UNKNOWN,STAY,2
9,22.201,1,3,2,3,False,False,UNKNOWN,DOWN,2
9,22.401,1,3,3,3,False,False,DOWN,STAY,2
9,22.601,1,3,3,3,False,False,UNKNOWN,STAY,2
